Date (UTC),1200061435370 (kWh),Type,1200061695248 (kWh),Type
11/06/2022 19:00,0,Actual,0,Actual
11/06/2022 19:30,0,Actual,0,Actual
11/06/2022 20:00,0,Actual,0,Actual
11/06/2022 20:30,0,Actual,0,Actual
11/06/2022 21:00,0,Actual,0,Actual
11/06/2022 21:30,0,Actual,0,Actual
11/06/2022 22:00,0,Actual,0,Actual
11/06/2022 22:30,0,Actual,0,Actual
11/06/2022 23:00,0,Actual,0,Actual
11/06/2022 23:30,0,Actual,0,Actual
12/06/2022 00:00,0,Actual,0,Actual
12/06/2022 00:30,0,Actual,0,Actual
12/06/2022 01:00,0,Actual,0,Actual
12/06/2022 01:30,0,Actual,0,Actual
12/06/2022 02:00,0,Actual,0,Actual
12/06/2022 02:30,0,Actual,0,Actual
12/06/2022 03:00,0,Actual,0,Actual
12/06/2022 03:30,0,Actual,0,Actual
12/06/2022 04:00,0,Actual,0,Actual
12/06/2022 04:30,0,Actual,0,Actual
12/06/2022 05:00,0,Actual,0,Actual
12/06/2022 05:30,8.3,Actual,0,Actual
12/06/2022 06:00,25.6,Actual,0,Actual
12/06/2022 06:30,41.9,Actual,0,Actual
12/06/2022 07:00,56.9,Actual,0,Actual
12/06/2022 07:30,61.9,Actual,0,Actual
12/06/2022 08:00,64.4,Actual,0,Actual
12/06/2022 08:30,64,Actual,0,Actual
12/06/2022 09:00,49.1,Actual,0,Actual
12/06/2022 09:30,61.3,Actual,0,Actual
12/06/2022 10:00,67.4,Actual,0,Actual
12/06/2022 10:30,45.7,Actual,0,Actual
12/06/2022 11:00,52.9,Actual,0,Actual
12/06/2022 11:30,63.9,Actual,0,Actual
12/06/2022 12:00,67.2,Actual,0,Actual
12/06/2022 12:30,97.2,Actual,0,Actual
12/06/2022 13:00,86.9,Actual,0,Actual
12/06/2022 13:30,66.8,Actual,0,Actual
12/06/2022 14:00,82.5,Actual,0,Actual
12/06/2022 14:30,45,Actual,0,Actual
12/06/2022 15:00,17.8,Actual,0,Actual
12/06/2022 15:30,28.1,Actual,0,Actual
12/06/2022 16:00,31.3,Actual,0,Actual
12/06/2022 16:30,13.2,Actual,0,Actual
12/06/2022 17:00,6.9,Actual,0,Actual
12/06/2022 17:30,0.2,Actual,0,Actual
12/06/2022 18:00,0,Actual,0,Actual
12/06/2022 18:30,0,Actual,0,Actual
12/06/2022 19:00,0,Actual,0,Actual
12/06/2022 19:30,0,Actual,0,Actual
12/06/2022 20:00,0,Actual,0,Actual
12/06/2022 20:30,0,Actual,0,Actual
12/06/2022 21:00,0,Actual,0,Actual
12/06/2022 21:30,0,Actual,0,Actual
12/06/2022 22:00,0,Actual,0,Actual
12/06/2022 22:30,0,Actual,0,Actual
12/06/2022 23:00,0,Actual,0,Actual
12/06/2022 23:30,0,Actual,0,Actual
13/06/2022 00:00,0,Actual,0,Actual
13/06/2022 00:30,0,Actual,0,Actual
13/06/2022 01:00,0,Actual,0,Actual
13/06/2022 01:30,0,Actual,0,Actual
13/06/2022 02:00,0,Actual,0,Actual
13/06/2022 02:30,0,Actual,0,Actual
13/06/2022 03:00,0,Actual,0,Actual
13/06/2022 03:30,0,Actual,0,Actual
13/06/2022 04:00,0,Actual,0,Actual
13/06/2022 04:30,0,Actual,0,Actual
13/06/2022 05:00,0.2,Actual,0,Actual
13/06/2022 05:30,4,Actual,0,Actual
13/06/2022 06:00,20.7,Actual,0,Actual
13/06/2022 06:30,38.7,Actual,0,Actual
13/06/2022 07:00,53,Actual,0,Actual
13/06/2022 07:30,67.8,Actual,0,Actual
13/06/2022 08:00,78.1,Actual,0,Actual
13/06/2022 08:30,83.3,Actual,0,Actual
13/06/2022 09:00,75.6,Actual,0.2,Actual
13/06/2022 09:30,41.8,Actual,0,Actual
13/06/2022 10:00,34.4,Actual,0,Actual
13/06/2022 10:30,50.7,Actual,0,Actual
13/06/2022 11:00,64.7,Actual,0.1,Actual
13/06/2022 11:30,71.7,Actual,0,Actual
13/06/2022 12:00,108.2,Actual,0,Actual
13/06/2022 12:30,81.5,Actual,0,Actual
13/06/2022 13:00,18.1,Actual,0,Actual
13/06/2022 13:30,61.9,Actual,0,Actual
13/06/2022 14:00,81.1,Actual,0,Actual
13/06/2022 14:30,62.4,Actual,0,Actual
13/06/2022 15:00,30.5,Actual,0,Actual
13/06/2022 15:30,27.7,Actual,0,Actual
13/06/2022 16:00,21.2,Actual,0,Actual
13/06/2022 16:30,13.9,Actual,0,Actual
13/06/2022 17:00,1,Actual,0,Actual
13/06/2022 17:30,0.9,Actual,0,Actual
13/06/2022 18:00,0,Actual,0,Actual
13/06/2022 18:30,0,Actual,0,Actual
13/06/2022 19:00,0,Actual,0,Actual
13/06/2022 19:30,0,Actual,0,Actual
13/06/2022 20:00,0,Actual,0,Actual
13/06/2022 20:30,0,Actual,0,Actual
13/06/2022 21:00,0,Actual,0,Actual
13/06/2022 21:30,0,Actual,0,Actual
13/06/2022 22:00,0,Actual,0,Actual
13/06/2022 22:30,0,Actual,0,Actual
13/06/2022 23:00,0,Actual,0,Actual
13/06/2022 23:30,0,Actual,0,Actual
14/06/2022 00:00,0,Actual,0,Actual
14/06/2022 00:30,0,Actual,0,Actual
14/06/2022 01:00,0,Actual,0,Actual
14/06/2022 01:30,0,Actual,0,Actual
14/06/2022 02:00,0,Actual,0,Actual
14/06/2022 02:30,0,Actual,0,Actual
14/06/2022 03:00,0,Actual,0,Actual
14/06/2022 03:30,0,Actual,0,Actual
14/06/2022 04:00,0,Actual,0,Actual
14/06/2022 04:30,0,Actual,0,Actual
14/06/2022 05:00,2.6,Actual,0,Actual
14/06/2022 05:30,9.3,Actual,0,Actual
14/06/2022 06:00,22.7,Actual,0,Actual
14/06/2022 06:30,37.8,Actual,0,Actual
14/06/2022 07:00,53,Actual,0,Actual
14/06/2022 07:30,64.8,Actual,0,Actual
14/06/2022 08:00,75.8,Actual,0,Actual
14/06/2022 08:30,85.9,Actual,0,Actual
14/06/2022 09:00,94,Actual,0,Actual
14/06/2022 09:30,99.6,Actual,0,Actual
14/06/2022 10:00,104.4,Actual,0.3,Actual
14/06/2022 10:30,98.9,Actual,1.1,Actual
14/06/2022 11:00,103,Actual,0.6,Actual
14/06/2022 11:30,104.5,Actual,0.8,Actual
14/06/2022 12:00,101.3,Actual,1,Actual
14/06/2022 12:30,97.8,Actual,0.8,Actual
14/06/2022 13:00,93.8,Actual,0.4,Actual
14/06/2022 13:30,88.4,Actual,0.2,Actual
14/06/2022 14:00,78.5,Actual,0,Actual
14/06/2022 14:30,68.3,Actual,0,Actual
14/06/2022 15:00,56.4,Actual,0,Actual
14/06/2022 15:30,44.5,Actual,0,Actual
14/06/2022 16:00,31.3,Actual,0,Actual
14/06/2022 16:30,16.9,Actual,0,Actual
14/06/2022 17:00,4.1,Actual,0,Actual
14/06/2022 17:30,0,Actual,0,Actual
14/06/2022 18:00,0,Actual,0,Actual
14/06/2022 18:30,0,Actual,0,Actual
14/06/2022 19:00,0,Actual,0,Actual
14/06/2022 19:30,0,Actual,0,Actual
14/06/2022 20:00,0,Actual,0,Actual
14/06/2022 20:30,0,Actual,0,Actual
14/06/2022 21:00,0,Actual,0,Actual
14/06/2022 21:30,0,Actual,0,Actual
14/06/2022 22:00,0,Actual,0,Actual
14/06/2022 22:30,0,Actual,0,Actual
14/06/2022 23:00,0,Actual,0,Actual
14/06/2022 23:30,0,Actual,0,Actual
15/06/2022 00:00,0,Actual,0,Actual
15/06/2022 00:30,0,Actual,0,Actual
15/06/2022 01:00,0,Actual,0,Actual
15/06/2022 01:30,0,Actual,0,Actual
15/06/2022 02:00,0,Actual,0,Actual
15/06/2022 02:30,0,Actual,0,Actual
15/06/2022 03:00,0,Actual,0,Actual
15/06/2022 03:30,0,Actual,0,Actual
15/06/2022 04:00,0,Actual,0,Actual
15/06/2022 04:30,0,Actual,0,Actual
15/06/2022 05:00,0.2,Actual,0,Actual
15/06/2022 05:30,9.1,Actual,0,Actual
15/06/2022 06:00,23.6,Actual,0,Actual
15/06/2022 06:30,37.5,Actual,0,Actual
15/06/2022 07:00,51,Actual,0,Actual
15/06/2022 07:30,61.5,Actual,0,Actual
15/06/2022 08:00,70.1,Actual,0,Actual
15/06/2022 08:30,76.2,Actual,0,Actual
15/06/2022 09:00,90,Actual,0,Actual
15/06/2022 09:30,94.2,Actual,0,Actual
15/06/2022 10:00,95,Actual,0,Actual
15/06/2022 10:30,97.1,Actual,0,Actual
15/06/2022 11:00,94.6,Actual,0,Actual
15/06/2022 11:30,95.7,Actual,0,Actual
15/06/2022 12:00,94.3,Actual,0,Actual
15/06/2022 12:30,89.2,Actual,0,Actual
15/06/2022 13:00,86.2,Actual,0,Actual
15/06/2022 13:30,82.6,Actual,0,Actual
15/06/2022 14:00,66.2,Actual,0,Actual
15/06/2022 14:30,63.2,Actual,0,Actual
15/06/2022 15:00,37.4,Actual,0,Actual
15/06/2022 15:30,40.8,Actual,0,Actual
15/06/2022 16:00,14.6,Actual,0,Actual
15/06/2022 16:30,20,Actual,0,Actual
15/06/2022 17:00,5.5,Actual,0,Actual
15/06/2022 17:30,0,Actual,0,Actual
15/06/2022 18:00,0,Actual,0,Actual
15/06/2022 18:30,0,Actual,0,Actual
15/06/2022 19:00,0,Actual,0,Actual
15/06/2022 19:30,0,Actual,0,Actual
15/06/2022 20:00,0,Actual,0,Actual
15/06/2022 20:30,0,Actual,0,Actual
15/06/2022 21:00,0,Actual,0,Actual
15/06/2022 21:30,0,Actual,0,Actual
15/06/2022 22:00,0,Actual,0,Actual
15/06/2022 22:30,0,Actual,0,Actual
15/06/2022 23:00,0,Actual,0,Actual
15/06/2022 23:30,0,Actual,0,Actual
16/06/2022 00:00,0,Actual,0,Actual
16/06/2022 00:30,0,Actual,0,Actual
16/06/2022 01:00,0,Actual,0,Actual
16/06/2022 01:30,0,Actual,0,Actual
16/06/2022 02:00,0,Actual,0,Actual
16/06/2022 02:30,0,Actual,0,Actual
16/06/2022 03:00,0,Actual,0,Actual
16/06/2022 03:30,0,Actual,0,Actual
16/06/2022 04:00,0,Actual,0,Actual
16/06/2022 04:30,0,Actual,0,Actual
16/06/2022 05:00,2.8,Actual,0,Actual
16/06/2022 05:30,3.5,Actual,0,Actual
16/06/2022 06:00,14.9,Actual,0,Actual
16/06/2022 06:30,36,Actual,0,Actual
16/06/2022 07:00,47.7,Actual,0,Actual
16/06/2022 07:30,59.7,Actual,0,Actual
16/06/2022 08:00,68.1,Actual,0,Actual
16/06/2022 08:30,74,Actual,0,Actual
16/06/2022 09:00,80.7,Actual,0,Actual
16/06/2022 09:30,75.3,Actual,0,Actual
16/06/2022 10:00,79.4,Actual,0,Actual
16/06/2022 10:30,86.3,Actual,0,Actual
16/06/2022 11:00,84.7,Actual,0,Actual
16/06/2022 11:30,85.1,Actual,0,Actual
16/06/2022 12:00,55.2,Actual,0,Actual
16/06/2022 12:30,76.1,Actual,0,Actual
16/06/2022 13:00,75.5,Actual,0,Actual
16/06/2022 13:30,73,Actual,0,Actual
16/06/2022 14:00,53.9,Actual,0,Actual
16/06/2022 14:30,58.2,Actual,0,Actual
16/06/2022 15:00,33.3,Actual,0,Actual
16/06/2022 15:30,33.4,Actual,0,Actual
16/06/2022 16:00,22.6,Actual,0,Actual
16/06/2022 16:30,4.5,Actual,0,Actual
16/06/2022 17:00,1.7,Actual,0,Actual
16/06/2022 17:30,0,Actual,0,Actual
16/06/2022 18:00,0,Actual,0,Actual
16/06/2022 18:30,0,Actual,0,Actual
16/06/2022 19:00,0,Actual,0,Actual
16/06/2022 19:30,0,Actual,0,Actual
16/06/2022 20:00,0,Actual,0,Actual
16/06/2022 20:30,0,Actual,0,Actual
16/06/2022 21:00,0,Actual,0,Actual
16/06/2022 21:30,0,Actual,0,Actual
16/06/2022 22:00,0,Actual,0,Actual
16/06/2022 22:30,0,Actual,0,Actual
16/06/2022 23:00,0,Actual,0,Actual
16/06/2022 23:30,0,Actual,0,Actual
17/06/2022 00:00,0,Actual,0,Actual
17/06/2022 00:30,0,Actual,0,Actual
17/06/2022 01:00,0,Actual,0,Actual
17/06/2022 01:30,0,Actual,0,Actual
17/06/2022 02:00,0,Actual,0,Actual
17/06/2022 02:30,0,Actual,0,Actual
17/06/2022 03:00,0,Actual,0,Actual
17/06/2022 03:30,0,Actual,0,Actual
17/06/2022 04:00,0,Actual,0,Actual
17/06/2022 04:30,0,Actual,0,Actual
17/06/2022 05:00,0,Actual,0,Actual
17/06/2022 05:30,0.8,Actual,0,Actual
17/06/2022 06:00,22.1,Actual,0,Actual
17/06/2022 06:30,30.9,Actual,0,Actual
17/06/2022 07:00,29.3,Actual,0,Actual
17/06/2022 07:30,45,Actual,0,Actual
17/06/2022 08:00,54.7,Actual,0,Actual
17/06/2022 08:30,70,Actual,0,Actual
17/06/2022 09:00,68,Actual,0,Actual
17/06/2022 09:30,63.2,Actual,0,Actual
17/06/2022 10:00,75.6,Actual,0,Actual
17/06/2022 10:30,96.9,Actual,0,Actual
17/06/2022 11:00,96.2,Actual,0,Actual
17/06/2022 11:30,96.2,Actual,0,Actual
17/06/2022 12:00,93.4,Actual,0,Actual
17/06/2022 12:30,89.7,Actual,0,Actual
17/06/2022 13:00,84.1,Actual,0,Actual
17/06/2022 13:30,76.3,Actual,0,Actual
17/06/2022 14:00,66.8,Actual,0,Actual
17/06/2022 14:30,58.1,Actual,0,Actual
17/06/2022 15:00,47.6,Actual,0,Actual
17/06/2022 15:30,35.2,Actual,0,Actual
17/06/2022 16:00,25,Actual,0,Actual
17/06/2022 16:30,11.4,Actual,0,Actual
17/06/2022 17:00,2.9,Actual,0,Actual
17/06/2022 17:30,0,Actual,0,Actual
17/06/2022 18:00,0,Actual,0,Actual
17/06/2022 18:30,0,Actual,0,Actual
17/06/2022 19:00,0,Actual,0,Actual
17/06/2022 19:30,0,Actual,0,Actual
17/06/2022 20:00,0,Actual,0,Actual
17/06/2022 20:30,0,Actual,0,Actual
17/06/2022 21:00,0,Actual,0,Actual
17/06/2022 21:30,0,Actual,0,Actual
17/06/2022 22:00,0,Actual,0,Actual
17/06/2022 22:30,0,Actual,0,Actual
17/06/2022 23:00,0,Actual,0,Actual
17/06/2022 23:30,0,Actual,0,Actual
18/06/2022 00:00,0,Actual,0,Actual
18/06/2022 00:30,0,Actual,0,Actual
18/06/2022 01:00,0,Actual,0,Actual
18/06/2022 01:30,0,Actual,0,Actual
18/06/2022 02:00,0,Actual,0,Actual
18/06/2022 02:30,0,Actual,0,Actual
18/06/2022 03:00,0,Actual,0,Actual
18/06/2022 03:30,0,Actual,0,Actual
18/06/2022 04:00,0,Actual,0,Actual
18/06/2022 04:30,0,Actual,0,Actual
18/06/2022 05:00,0,Actual,0,Actual
18/06/2022 05:30,1.6,Actual,0,Actual
18/06/2022 06:00,10.5,Actual,0,Actual
18/06/2022 06:30,21.4,Actual,0,Actual
18/06/2022 07:00,26.8,Actual,0,Actual
18/06/2022 07:30,43.6,Actual,0,Actual
18/06/2022 08:00,51.6,Actual,0,Actual
18/06/2022 08:30,45.7,Actual,0,Actual
18/06/2022 09:00,69.1,Actual,0,Actual
18/06/2022 09:30,36,Actual,0,Actual
18/06/2022 10:00,20.2,Actual,0,Actual
18/06/2022 10:30,3,Actual,0,Actual
18/06/2022 11:00,34.5,Actual,0,Actual
18/06/2022 11:30,28.8,Actual,0,Actual
18/06/2022 12:00,34.1,Actual,0,Actual
18/06/2022 12:30,2.9,Actual,0,Actual
18/06/2022 13:00,17.9,Actual,0,Actual
18/06/2022 13:30,7.9,Actual,0,Actual
18/06/2022 14:00,2.4,Actual,0,Actual
18/06/2022 14:30,0.1,Actual,0,Actual
18/06/2022 15:00,0,Actual,0,Actual
18/06/2022 15:30,0,Actual,0,Actual
18/06/2022 16:00,0,Actual,0,Actual
18/06/2022 16:30,0,Actual,0,Actual
18/06/2022 17:00,0,Actual,0,Actual
18/06/2022 17:30,0,Actual,0,Actual
18/06/2022 18:00,0,Actual,0,Actual
18/06/2022 18:30,0,Actual,0,Actual
18/06/2022 19:00,0,Actual,0,Actual
18/06/2022 19:30,0,Actual,0,Actual
18/06/2022 20:00,0,Actual,0,Actual
18/06/2022 20:30,0,Actual,0,Actual
18/06/2022 21:00,0,Actual,0,Actual
18/06/2022 21:30,0,Actual,0,Actual
18/06/2022 22:00,0,Actual,0,Actual
18/06/2022 22:30,0,Actual,0,Actual
18/06/2022 23:00,0,Actual,0,Actual
18/06/2022 23:30,0,Actual,0,Actual
19/06/2022 00:00,0,Actual,0,Actual
19/06/2022 00:30,0,Actual,0,Actual
19/06/2022 01:00,0,Actual,0,Actual
19/06/2022 01:30,0,Actual,0,Actual
19/06/2022 02:00,0,Actual,0,Actual
19/06/2022 02:30,0,Actual,0,Actual
19/06/2022 03:00,0,Actual,0,Actual
19/06/2022 03:30,0,Actual,0,Actual
19/06/2022 04:00,0,Actual,0,Actual
19/06/2022 04:30,0,Actual,0,Actual
19/06/2022 05:00,0,Actual,0,Actual
19/06/2022 05:30,0,Actual,0,Actual
19/06/2022 06:00,2.3,Actual,0,Actual
19/06/2022 06:30,9.8,Actual,0,Actual
19/06/2022 07:00,25.7,Actual,0,Actual
19/06/2022 07:30,46.3,Actual,0,Actual
19/06/2022 08:00,59.4,Actual,0,Actual
19/06/2022 08:30,62,Actual,0,Actual
19/06/2022 09:00,50.2,Actual,0,Actual
19/06/2022 09:30,75.4,Actual,0,Actual
19/06/2022 10:00,29.2,Actual,0,Actual
19/06/2022 10:30,24.1,Actual,0,Actual
19/06/2022 11:00,56.3,Actual,0,Actual
19/06/2022 11:30,47.9,Actual,0,Actual
19/06/2022 12:00,27.2,Actual,0,Actual
19/06/2022 12:30,53.8,Actual,0,Actual
19/06/2022 13:00,31.1,Actual,0,Actual
19/06/2022 13:30,70.2,Actual,0.1,Actual
19/06/2022 14:00,26.9,Actual,0,Actual
19/06/2022 14:30,14.3,Actual,0,Actual
19/06/2022 15:00,13.4,Actual,0,Actual
19/06/2022 15:30,4.6,Actual,0,Actual
19/06/2022 16:00,21,Actual,0,Actual
19/06/2022 16:30,2.4,Actual,0,Actual
19/06/2022 17:00,0,Actual,0,Actual
19/06/2022 17:30,0,Actual,0,Actual
19/06/2022 18:00,0,Actual,0,Actual
19/06/2022 18:30,0,Actual,0,Actual
19/06/2022 19:00,0,Actual,0,Actual
19/06/2022 19:30,0,Actual,0,Actual
19/06/2022 20:00,0,Actual,0,Actual
19/06/2022 20:30,0,Actual,0,Actual
19/06/2022 21:00,0,Actual,0,Actual
19/06/2022 21:30,0,Actual,0,Actual
19/06/2022 22:00,0,Actual,0,Actual
19/06/2022 22:30,0,Actual,0,Actual
19/06/2022 23:00,0,Actual,0,Actual
19/06/2022 23:30,0,Actual,0,Actual
20/06/2022 00:00,0,Actual,0,Actual
20/06/2022 00:30,0,Actual,0,Actual
20/06/2022 01:00,0,Actual,0,Actual
20/06/2022 01:30,0,Actual,0,Actual
20/06/2022 02:00,0,Actual,0,Actual
20/06/2022 02:30,0,Actual,0,Actual
20/06/2022 03:00,0,Actual,0,Actual
20/06/2022 03:30,0,Actual,0,Actual
20/06/2022 04:00,0,Actual,0,Actual
20/06/2022 04:30,0,Actual,0,Actual
20/06/2022 05:00,0.7,Actual,0,Actual
20/06/2022 05:30,10.3,Actual,0,Actual
20/06/2022 06:00,25.7,Actual,0,Actual
20/06/2022 06:30,40,Actual,0,Actual
20/06/2022 07:00,55,Actual,0,Actual
20/06/2022 07:30,65.3,Actual,0,Actual
20/06/2022 08:00,59.3,Actual,0.1,Actual
20/06/2022 08:30,53.2,Actual,0.4,Actual
20/06/2022 09:00,76.7,Actual,0.7,Actual
20/06/2022 09:30,86.8,Actual,0.4,Actual
20/06/2022 10:00,105.2,Actual,0.7,Actual
20/06/2022 10:30,91.6,Actual,0.8,Actual
20/06/2022 11:00,53.8,Actual,1.6,Actual
20/06/2022 11:30,71.2,Actual,0.4,Actual
20/06/2022 12:00,96.8,Actual,0.6,Actual
20/06/2022 12:30,99.6,Actual,0.7,Actual
20/06/2022 13:00,97,Actual,0.7,Actual
20/06/2022 13:30,90.5,Actual,0.8,Actual
20/06/2022 14:00,76.9,Actual,0,Actual
20/06/2022 14:30,67.9,Actual,0,Actual
20/06/2022 15:00,59.9,Actual,0,Actual
20/06/2022 15:30,43.4,Actual,0,Actual
20/06/2022 16:00,36,Actual,0,Actual
20/06/2022 16:30,11.8,Actual,0,Actual
20/06/2022 17:00,5.1,Actual,0,Actual
20/06/2022 17:30,0,Actual,0,Actual
20/06/2022 18:00,0,Actual,0,Actual
20/06/2022 18:30,0,Actual,0,Actual
20/06/2022 19:00,0,Actual,0,Actual
20/06/2022 19:30,0,Actual,0,Actual
20/06/2022 20:00,0,Actual,0,Actual
20/06/2022 20:30,0,Actual,0,Actual
20/06/2022 21:00,0,Actual,0,Actual
20/06/2022 21:30,0,Actual,0,Actual
20/06/2022 22:00,0,Actual,0,Actual
20/06/2022 22:30,0,Actual,0,Actual
20/06/2022 23:00,0,Actual,0,Actual
20/06/2022 23:30,0,Actual,0,Actual
21/06/2022 00:00,0,Actual,0,Actual
21/06/2022 00:30,0,Actual,0,Actual
21/06/2022 01:00,0,Actual,0,Actual
21/06/2022 01:30,0,Actual,0,Actual
21/06/2022 02:00,0,Actual,0,Actual
21/06/2022 02:30,0,Actual,0,Actual
21/06/2022 03:00,0,Actual,0,Actual
21/06/2022 03:30,0,Actual,0,Actual
21/06/2022 04:00,0,Actual,0,Actual
21/06/2022 04:30,0,Actual,0,Actual
21/06/2022 05:00,1.2,Actual,0,Actual
21/06/2022 05:30,3.3,Actual,0,Actual
21/06/2022 06:00,12.8,Actual,0,Actual
21/06/2022 06:30,18.2,Actual,0,Actual
21/06/2022 07:00,49.1,Actual,0,Actual
21/06/2022 07:30,66.1,Actual,0.1,Actual
21/06/2022 08:00,74.6,Actual,0,Actual
21/06/2022 08:30,83.8,Actual,0,Actual
21/06/2022 09:00,90.4,Actual,0.1,Actual
21/06/2022 09:30,54.5,Actual,0,Actual
21/06/2022 10:00,92.8,Actual,0.1,Actual
21/06/2022 10:30,99.9,Actual,0.2,Actual
21/06/2022 11:00,94.7,Actual,0.2,Actual
21/06/2022 11:30,80.6,Actual,0,Actual
21/06/2022 12:00,91.4,Actual,0.4,Actual
21/06/2022 12:30,66.4,Actual,0.1,Actual
21/06/2022 13:00,62.2,Actual,0,Actual
21/06/2022 13:30,61.2,Actual,0,Actual
21/06/2022 14:00,55.6,Actual,0,Actual
21/06/2022 14:30,65,Actual,0,Actual
21/06/2022 15:00,64.7,Actual,0,Actual
21/06/2022 15:30,43,Actual,0,Actual
21/06/2022 16:00,26,Actual,0,Actual
21/06/2022 16:30,18.6,Actual,0,Actual
21/06/2022 17:00,6.9,Actual,0,Actual
21/06/2022 17:30,0.1,Actual,0,Actual
21/06/2022 18:00,0,Actual,0,Actual
21/06/2022 18:30,0,Actual,0,Actual
21/06/2022 19:00,0,Actual,0,Actual
21/06/2022 19:30,0,Actual,0,Actual
21/06/2022 20:00,0,Actual,0,Actual
21/06/2022 20:30,0,Actual,0,Actual
21/06/2022 21:00,0,Actual,0,Actual
21/06/2022 21:30,0,Actual,0,Actual
21/06/2022 22:00,0,Actual,0,Actual
21/06/2022 22:30,0,Actual,0,Actual
21/06/2022 23:00,0,Actual,0,Actual
21/06/2022 23:30,0,Actual,0,Actual
22/06/2022 00:00,0,Actual,0,Actual
22/06/2022 00:30,0,Actual,0,Actual
22/06/2022 01:00,0,Actual,0,Actual
22/06/2022 01:30,0,Actual,0,Actual
22/06/2022 02:00,0,Actual,0,Actual
22/06/2022 02:30,0,Actual,0,Actual
22/06/2022 03:00,0,Actual,0,Actual
22/06/2022 03:30,0,Actual,0,Actual
22/06/2022 04:00,0,Actual,0,Actual
22/06/2022 04:30,0,Actual,0,Actual
22/06/2022 05:00,0,Actual,0,Actual
22/06/2022 05:30,7.2,Actual,0,Actual
22/06/2022 06:00,21.3,Actual,0,Actual
22/06/2022 06:30,35.9,Actual,0,Actual
22/06/2022 07:00,49.7,Actual,0,Actual
22/06/2022 07:30,61.5,Actual,0,Actual
22/06/2022 08:00,70.7,Actual,0,Actual
22/06/2022 08:30,81.5,Actual,0,Actual
22/06/2022 09:00,83.3,Actual,0,Actual
22/06/2022 09:30,82.2,Actual,0,Actual
22/06/2022 10:00,97.5,Actual,0,Actual
22/06/2022 10:30,100.2,Actual,0,Actual
22/06/2022 11:00,99.3,Actual,0,Actual
22/06/2022 11:30,99.4,Actual,0,Actual
22/06/2022 12:00,101,Actual,0,Actual
22/06/2022 12:30,93,Actual,0,Actual
22/06/2022 13:00,91.8,Actual,0,Actual
22/06/2022 13:30,84.2,Actual,0,Actual
22/06/2022 14:00,63.2,Actual,0,Actual
22/06/2022 14:30,62,Actual,0,Actual
22/06/2022 15:00,51.3,Actual,0,Actual
22/06/2022 15:30,39.5,Actual,0,Actual
22/06/2022 16:00,28.6,Actual,0,Actual
22/06/2022 16:30,16.2,Actual,0,Actual
22/06/2022 17:00,3.6,Actual,0,Actual
22/06/2022 17:30,0,Actual,0,Actual
22/06/2022 18:00,0,Actual,0,Actual
22/06/2022 18:30,0,Actual,0,Actual
22/06/2022 19:00,0,Actual,0,Actual
22/06/2022 19:30,0,Actual,0,Actual
22/06/2022 20:00,0,Actual,0,Actual
22/06/2022 20:30,0,Actual,0,Actual
22/06/2022 21:00,0,Actual,0,Actual
22/06/2022 21:30,0,Actual,0,Actual
22/06/2022 22:00,0,Actual,0,Actual
22/06/2022 22:30,0,Actual,0,Actual
22/06/2022 23:00,0,Actual,0,Actual
22/06/2022 23:30,0,Actual,0,Actual
23/06/2022 00:00,0,Actual,0,Actual
23/06/2022 00:30,0,Actual,0,Actual
23/06/2022 01:00,0,Actual,0,Actual
23/06/2022 01:30,0,Actual,0,Actual
23/06/2022 02:00,0,Actual,0,Actual
23/06/2022 02:30,0,Actual,0,Actual
23/06/2022 03:00,0,Actual,0,Actual
23/06/2022 03:30,0,Actual,0,Actual
23/06/2022 04:00,0,Actual,0,Actual
23/06/2022 04:30,0,Actual,0,Actual
23/06/2022 05:00,0,Actual,0,Actual
23/06/2022 05:30,0,Actual,0,Actual
23/06/2022 06:00,0,Actual,0,Actual
23/06/2022 06:30,0,Actual,0,Actual
23/06/2022 07:00,0,Actual,0,Actual
23/06/2022 07:30,0,Actual,0,Actual
23/06/2022 08:00,0,Actual,0,Actual
23/06/2022 08:30,0,Actual,0,Actual
23/06/2022 09:00,25.9,Actual,0,Actual
23/06/2022 09:30,92.1,Actual,0,Actual
23/06/2022 10:00,67.4,Actual,0,Actual
23/06/2022 10:30,7,Actual,0,Actual
23/06/2022 11:00,1.4,Actual,0,Actual
23/06/2022 11:30,31.9,Actual,0,Actual
23/06/2022 12:00,30,Actual,0,Actual
23/06/2022 12:30,26.7,Actual,0,Actual
23/06/2022 13:00,20.4,Actual,0,Actual
23/06/2022 13:30,64.1,Actual,0,Actual
23/06/2022 14:00,59.2,Actual,0,Actual
23/06/2022 14:30,23.3,Actual,0,Actual
23/06/2022 15:00,21.9,Actual,0,Actual
23/06/2022 15:30,14.7,Actual,0,Actual
23/06/2022 16:00,6,Actual,0,Actual
23/06/2022 16:30,4.1,Actual,0,Actual
23/06/2022 17:00,0,Actual,0,Actual
23/06/2022 17:30,0,Actual,0,Actual
23/06/2022 18:00,0,Actual,0,Actual
23/06/2022 18:30,0,Actual,0,Actual
23/06/2022 19:00,0,Actual,0,Actual
23/06/2022 19:30,0,Actual,0,Actual
23/06/2022 20:00,0,Actual,0,Actual
23/06/2022 20:30,0,Actual,0,Actual
23/06/2022 21:00,0,Actual,0,Actual
23/06/2022 21:30,0,Actual,0,Actual
23/06/2022 22:00,0,Actual,0,Actual
