Date (UTC),1200061435370 (kWh),Type,1200061695248 (kWh),Type
13/09/2022 20:30,0,Actual,0,Actual
13/09/2022 21:00,0,Actual,0,Actual
13/09/2022 21:30,0,Actual,0,Actual
13/09/2022 22:00,0,Actual,0,Actual
13/09/2022 22:30,0,Actual,0,Actual
13/09/2022 23:00,0,Actual,0,Actual
13/09/2022 23:30,0,Actual,0,Actual
14/09/2022 00:00,0,Actual,0,Actual
14/09/2022 00:30,0,Actual,0,Actual
14/09/2022 01:00,0,Actual,0,Actual
14/09/2022 01:30,0,Actual,0,Actual
14/09/2022 02:00,0,Actual,0,Actual
14/09/2022 02:30,0,Actual,0,Actual
14/09/2022 03:00,0,Actual,0,Actual
14/09/2022 03:30,0,Actual,0,Actual
14/09/2022 04:00,0,Actual,0,Actual
14/09/2022 04:30,0,Actual,0,Actual
14/09/2022 05:00,0,Actual,0,Actual
14/09/2022 05:30,0,Actual,0,Actual
14/09/2022 06:00,0,Actual,0,Actual
14/09/2022 06:30,0,Actual,0,Actual
14/09/2022 07:00,0,Actual,0,Actual
14/09/2022 07:30,0,Actual,0,Actual
14/09/2022 08:00,0,Actual,0,Actual
14/09/2022 08:30,1.4,Actual,0,Actual
14/09/2022 09:00,0,Actual,0,Actual
14/09/2022 09:30,0.5,Actual,0,Actual
14/09/2022 10:00,37.4,Actual,0,Actual
14/09/2022 10:30,78.1,Actual,0,Actual
14/09/2022 11:00,35.1,Actual,0.2,Actual
14/09/2022 11:30,25.7,Actual,0,Actual
14/09/2022 12:00,46.6,Actual,0,Actual
14/09/2022 12:30,43.6,Actual,0.1,Actual
14/09/2022 13:00,43.4,Actual,0.1,Actual
14/09/2022 13:30,52.8,Actual,0,Actual
14/09/2022 14:00,65.4,Actual,0,Actual
14/09/2022 14:30,42.3,Actual,0,Actual
14/09/2022 15:00,25.2,Actual,0,Actual
14/09/2022 15:30,9.8,Actual,0,Actual
14/09/2022 16:00,0.6,Actual,0,Actual
14/09/2022 16:30,0,Actual,0,Actual
14/09/2022 17:00,0,Actual,0,Actual
14/09/2022 17:30,0,Actual,0,Actual
14/09/2022 18:00,0,Actual,0,Actual
14/09/2022 18:30,0,Actual,0,Actual
14/09/2022 19:00,0,Actual,0,Actual
14/09/2022 19:30,0,Actual,0,Actual
14/09/2022 20:00,0,Actual,0,Actual
14/09/2022 20:30,0,Actual,0,Actual
14/09/2022 21:00,0,Actual,0,Actual
14/09/2022 21:30,0,Actual,0,Actual
14/09/2022 22:00,0,Actual,0,Actual
14/09/2022 22:30,0,Actual,0,Actual
14/09/2022 23:00,0,Actual,0,Actual
14/09/2022 23:30,0,Actual,0,Actual
15/09/2022 00:00,0,Actual,0,Actual
15/09/2022 00:30,0,Actual,0,Actual
15/09/2022 01:00,0,Actual,0,Actual
15/09/2022 01:30,0,Actual,0,Actual
15/09/2022 02:00,0,Actual,0,Actual
15/09/2022 02:30,0,Actual,0,Actual
15/09/2022 03:00,0,Actual,0,Actual
15/09/2022 03:30,0,Actual,0,Actual
15/09/2022 04:00,0,Actual,0,Actual
15/09/2022 04:30,0,Actual,0,Actual
15/09/2022 05:00,0,Actual,0,Actual
15/09/2022 05:30,0,Actual,0,Actual
15/09/2022 06:00,0,Actual,0,Actual
15/09/2022 06:30,0,Actual,0,Actual
15/09/2022 07:00,0,Actual,0,Actual
15/09/2022 07:30,0,Actual,0,Actual
15/09/2022 08:00,0,Actual,0,Actual
15/09/2022 08:30,1.2,Actual,0,Actual
15/09/2022 09:00,3.3,Actual,0,Actual
15/09/2022 09:30,0,Actual,0,Actual
15/09/2022 10:00,12.9,Actual,0,Actual
15/09/2022 10:30,35.1,Actual,0,Actual
15/09/2022 11:00,37.2,Actual,0,Actual
15/09/2022 11:30,47.8,Actual,0.1,Actual
15/09/2022 12:00,35.2,Actual,0.1,Actual
15/09/2022 12:30,10.1,Actual,0,Actual
15/09/2022 13:00,64.6,Actual,0,Actual
15/09/2022 13:30,15.6,Actual,0,Actual
15/09/2022 14:00,6.3,Actual,0,Actual
15/09/2022 14:30,0,Actual,0,Actual
15/09/2022 15:00,3.1,Actual,0,Actual
15/09/2022 15:30,0,Actual,0,Actual
15/09/2022 16:00,0,Actual,0,Actual
15/09/2022 16:30,0,Actual,0,Actual
15/09/2022 17:00,0,Actual,0,Actual
15/09/2022 17:30,0,Actual,0,Actual
15/09/2022 18:00,0,Actual,0,Actual
15/09/2022 18:30,0,Actual,0,Actual
15/09/2022 19:00,0,Actual,0,Actual
15/09/2022 19:30,0,Actual,0,Actual
15/09/2022 20:00,0,Actual,0,Actual
15/09/2022 20:30,0,Actual,0,Actual
15/09/2022 21:00,0,Actual,0,Actual
15/09/2022 21:30,0,Actual,0,Actual
15/09/2022 22:00,0,Actual,0,Actual
15/09/2022 22:30,0,Actual,0,Actual
15/09/2022 23:00,0,Actual,0,Actual
15/09/2022 23:30,0,Actual,0,Actual
16/09/2022 00:00,0,Actual,0,Actual
16/09/2022 00:30,0,Actual,0,Actual
16/09/2022 01:00,0,Actual,0,Actual
16/09/2022 01:30,0,Actual,0,Actual
16/09/2022 02:00,0,Actual,0,Actual
16/09/2022 02:30,0,Actual,0,Actual
16/09/2022 03:00,0,Actual,0,Actual
16/09/2022 03:30,0,Actual,0,Actual
16/09/2022 04:00,0,Actual,0,Actual
16/09/2022 04:30,0,Actual,0,Actual
16/09/2022 05:00,0,Actual,0,Actual
16/09/2022 05:30,0,Actual,0,Actual
16/09/2022 06:00,0,Actual,0,Actual
16/09/2022 06:30,0,Actual,0,Actual
16/09/2022 07:00,0,Actual,0,Actual
16/09/2022 07:30,0,Actual,0,Actual
16/09/2022 08:00,15.8,Actual,0,Actual
16/09/2022 08:30,41.3,Actual,0,Actual
16/09/2022 09:00,38.3,Actual,0,Actual
16/09/2022 09:30,63.8,Actual,0,Actual
16/09/2022 10:00,86.2,Actual,0,Actual
16/09/2022 10:30,80.2,Actual,0,Actual
16/09/2022 11:00,56.6,Actual,0.1,Actual
16/09/2022 11:30,45.3,Actual,0,Actual
16/09/2022 12:00,47.2,Actual,0.1,Actual
16/09/2022 12:30,44,Actual,0.1,Actual
16/09/2022 13:00,10,Actual,0.2,Actual
16/09/2022 13:30,52.5,Actual,0,Actual
16/09/2022 14:00,35.7,Actual,0,Actual
16/09/2022 14:30,37.4,Actual,0,Actual
16/09/2022 15:00,14.7,Actual,0,Actual
16/09/2022 15:30,18.5,Actual,0,Actual
16/09/2022 16:00,2.7,Actual,0,Actual
16/09/2022 16:30,0,Actual,0,Actual
16/09/2022 17:00,0,Actual,0,Actual
16/09/2022 17:30,0,Actual,0,Actual
16/09/2022 18:00,0,Actual,0,Actual
16/09/2022 18:30,0,Actual,0,Actual
16/09/2022 19:00,0,Actual,0,Actual
16/09/2022 19:30,0,Actual,0,Actual
16/09/2022 20:00,0,Actual,0,Actual
16/09/2022 20:30,0,Actual,0,Actual
16/09/2022 21:00,0,Actual,0,Actual
16/09/2022 21:30,0,Actual,0,Actual
16/09/2022 22:00,0,Actual,0,Actual
16/09/2022 22:30,0,Actual,0,Actual
16/09/2022 23:00,0,Actual,0,Actual
16/09/2022 23:30,0,Actual,0,Actual
17/09/2022 00:00,0,Actual,0,Actual
17/09/2022 00:30,0,Actual,0,Actual
17/09/2022 01:00,0,Actual,0,Actual
17/09/2022 01:30,0,Actual,0,Actual
17/09/2022 02:00,0,Actual,0,Actual
17/09/2022 02:30,0,Actual,0,Actual
17/09/2022 03:00,0,Actual,0,Actual
17/09/2022 03:30,0,Actual,0,Actual
17/09/2022 04:00,0,Actual,0,Actual
17/09/2022 04:30,0,Actual,0,Actual
17/09/2022 05:00,0,Actual,0,Actual
17/09/2022 05:30,0,Actual,0,Actual
17/09/2022 06:00,0,Actual,0,Actual
17/09/2022 06:30,0,Actual,0,Actual
17/09/2022 07:00,9.8,Actual,0,Actual
17/09/2022 07:30,35.4,Actual,0,Actual
17/09/2022 08:00,53.3,Actual,0,Actual
17/09/2022 08:30,66.9,Actual,0,Actual
17/09/2022 09:00,78.4,Actual,0,Actual
17/09/2022 09:30,87.2,Actual,0,Actual
17/09/2022 10:00,93.1,Actual,0,Actual
17/09/2022 10:30,89,Actual,0,Actual
17/09/2022 11:00,87.2,Actual,0,Actual
17/09/2022 11:30,83.2,Actual,0,Actual
17/09/2022 12:00,84.9,Actual,0,Actual
17/09/2022 12:30,75.8,Actual,0,Actual
17/09/2022 13:00,67.6,Actual,0,Actual
17/09/2022 13:30,68,Actual,0,Actual
17/09/2022 14:00,52.3,Actual,0,Actual
17/09/2022 14:30,42.4,Actual,0,Actual
17/09/2022 15:00,27.3,Actual,0,Actual
17/09/2022 15:30,10.9,Actual,0,Actual
17/09/2022 16:00,0.3,Actual,0,Actual
17/09/2022 16:30,0,Actual,0,Actual
17/09/2022 17:00,0,Actual,0,Actual
17/09/2022 17:30,0,Actual,0,Actual
17/09/2022 18:00,0,Actual,0,Actual
17/09/2022 18:30,0,Actual,0,Actual
17/09/2022 19:00,0,Actual,0,Actual
17/09/2022 19:30,0,Actual,0,Actual
17/09/2022 20:00,0,Actual,0,Actual
17/09/2022 20:30,0,Actual,0,Actual
17/09/2022 21:00,0,Actual,0,Actual
17/09/2022 21:30,0,Actual,0,Actual
17/09/2022 22:00,0,Actual,0,Actual
17/09/2022 22:30,0,Actual,0,Actual
17/09/2022 23:00,0,Actual,0,Actual
17/09/2022 23:30,0,Actual,0,Actual
18/09/2022 00:00,0,Actual,0,Actual
18/09/2022 00:30,0,Actual,0,Actual
18/09/2022 01:00,0,Actual,0,Actual
18/09/2022 01:30,0,Actual,0,Actual
18/09/2022 02:00,0,Actual,0,Actual
18/09/2022 02:30,0,Actual,0,Actual
18/09/2022 03:00,0,Actual,0,Actual
18/09/2022 03:30,0,Actual,0,Actual
18/09/2022 04:00,0,Actual,0,Actual
18/09/2022 04:30,0,Actual,0,Actual
18/09/2022 05:00,0,Actual,0,Actual
18/09/2022 05:30,0,Actual,0,Actual
18/09/2022 06:00,0,Actual,0,Actual
18/09/2022 06:30,0,Actual,0,Actual
18/09/2022 07:00,0.2,Actual,0,Actual
18/09/2022 07:30,19.8,Actual,0,Actual
18/09/2022 08:00,47.3,Actual,0,Actual
18/09/2022 08:30,63.4,Actual,0,Actual
18/09/2022 09:00,75.4,Actual,0,Actual
18/09/2022 09:30,66.2,Actual,0,Actual
18/09/2022 10:00,61.4,Actual,0,Actual
18/09/2022 10:30,41.1,Actual,0,Actual
18/09/2022 11:00,81.1,Actual,0,Actual
18/09/2022 11:30,57.4,Actual,0,Actual
18/09/2022 12:00,36.5,Actual,0,Actual
18/09/2022 12:30,28.6,Actual,0,Actual
18/09/2022 13:00,14.2,Actual,0,Actual
18/09/2022 13:30,34.5,Actual,0,Actual
18/09/2022 14:00,3.7,Actual,0,Actual
18/09/2022 14:30,0.2,Actual,0,Actual
18/09/2022 15:00,6,Actual,0,Actual
18/09/2022 15:30,11.7,Actual,0,Actual
18/09/2022 16:00,2.2,Actual,0,Actual
18/09/2022 16:30,0,Actual,0,Actual
18/09/2022 17:00,0,Actual,0,Actual
18/09/2022 17:30,0,Actual,0,Actual
18/09/2022 18:00,0,Actual,0,Actual
18/09/2022 18:30,0,Actual,0,Actual
18/09/2022 19:00,0,Actual,0,Actual
18/09/2022 19:30,0,Actual,0,Actual
18/09/2022 20:00,0,Actual,0,Actual
18/09/2022 20:30,0,Actual,0,Actual
18/09/2022 21:00,0,Actual,0,Actual
18/09/2022 21:30,0,Actual,0,Actual
18/09/2022 22:00,0,Actual,0,Actual
18/09/2022 22:30,0,Actual,0,Actual
18/09/2022 23:00,0,Actual,0,Actual
18/09/2022 23:30,0,Actual,0,Actual
19/09/2022 00:00,0,Actual,0,Actual
19/09/2022 00:30,0,Actual,0,Actual
19/09/2022 01:00,0,Actual,0,Actual
19/09/2022 01:30,0,Actual,0,Actual
19/09/2022 02:00,0,Actual,0,Actual
19/09/2022 02:30,0,Actual,0,Actual
19/09/2022 03:00,0,Actual,0,Actual
19/09/2022 03:30,0,Actual,0,Actual
19/09/2022 04:00,0,Actual,0,Actual
19/09/2022 04:30,0,Actual,0,Actual
19/09/2022 05:00,0,Actual,0,Actual
19/09/2022 05:30,0,Actual,0,Actual
19/09/2022 06:00,0,Actual,0,Actual
19/09/2022 06:30,0,Actual,0,Actual
19/09/2022 07:00,0,Actual,0,Actual
19/09/2022 07:30,0,Actual,0,Actual
19/09/2022 08:00,0,Actual,0,Actual
19/09/2022 08:30,14,Actual,0,Actual
19/09/2022 09:00,57.5,Actual,0,Actual
19/09/2022 09:30,55.8,Actual,0,Actual
19/09/2022 10:00,31,Actual,0,Actual
19/09/2022 10:30,49.8,Actual,0,Actual
19/09/2022 11:00,55.4,Actual,0,Actual
19/09/2022 11:30,60.2,Actual,0,Actual
19/09/2022 12:00,51.6,Actual,0,Actual
19/09/2022 12:30,44,Actual,0,Actual
19/09/2022 13:00,38.7,Actual,0,Actual
19/09/2022 13:30,37.1,Actual,0,Actual
19/09/2022 14:00,28.9,Actual,0,Actual
19/09/2022 14:30,3.8,Actual,0,Actual
19/09/2022 15:00,4.8,Actual,0,Actual
19/09/2022 15:30,0.7,Actual,0,Actual
19/09/2022 16:00,0,Actual,0,Actual
19/09/2022 16:30,0,Actual,0,Actual
19/09/2022 17:00,0,Actual,0,Actual
19/09/2022 17:30,0,Actual,0,Actual
19/09/2022 18:00,0,Actual,0,Actual
19/09/2022 18:30,0,Actual,0,Actual
19/09/2022 19:00,0,Actual,0,Actual
19/09/2022 19:30,0,Actual,0,Actual
19/09/2022 20:00,0,Actual,0,Actual
19/09/2022 20:30,0,Actual,0,Actual
19/09/2022 21:00,0,Actual,0,Actual
19/09/2022 21:30,0,Actual,0,Actual
19/09/2022 22:00,0,Actual,0,Actual
19/09/2022 22:30,0,Actual,0,Actual
19/09/2022 23:00,0,Actual,0,Actual
19/09/2022 23:30,0,Actual,0,Actual
20/09/2022 00:00,0,Actual,0,Actual
20/09/2022 00:30,0,Actual,0,Actual
20/09/2022 01:00,0,Actual,0,Actual
20/09/2022 01:30,0,Actual,0,Actual
20/09/2022 02:00,0,Actual,0,Actual
20/09/2022 02:30,0,Actual,0,Actual
20/09/2022 03:00,0,Actual,0,Actual
20/09/2022 03:30,0,Actual,0,Actual
20/09/2022 04:00,0,Actual,0,Actual
20/09/2022 04:30,0,Actual,0,Actual
20/09/2022 05:00,0,Actual,0,Actual
20/09/2022 05:30,0,Actual,0,Actual
20/09/2022 06:00,0,Actual,0,Actual
20/09/2022 06:30,0,Actual,0,Actual
20/09/2022 07:00,8.4,Actual,0,Actual
20/09/2022 07:30,20.8,Actual,0,Actual
20/09/2022 08:00,15.9,Actual,0,Actual
20/09/2022 08:30,14.1,Actual,0,Actual
20/09/2022 09:00,21.5,Actual,0,Actual
20/09/2022 09:30,30.4,Actual,0,Actual
20/09/2022 10:00,38.6,Actual,0,Actual
20/09/2022 10:30,39.1,Actual,0,Actual
20/09/2022 11:00,35.3,Actual,0,Actual
20/09/2022 11:30,50.3,Actual,0,Actual
20/09/2022 12:00,43.7,Actual,0,Actual
20/09/2022 12:30,40.9,Actual,0,Actual
20/09/2022 13:00,35.2,Actual,0,Actual
20/09/2022 13:30,32.5,Actual,0,Actual
20/09/2022 14:00,28.5,Actual,0,Actual
20/09/2022 14:30,10.1,Actual,0,Actual
20/09/2022 15:00,0,Actual,0,Actual
20/09/2022 15:30,0,Actual,0,Actual
20/09/2022 16:00,0,Actual,0,Actual
20/09/2022 16:30,0,Actual,0,Actual
20/09/2022 17:00,0,Actual,0,Actual
20/09/2022 17:30,0,Actual,0,Actual
20/09/2022 18:00,0,Actual,0,Actual
20/09/2022 18:30,0,Actual,0,Actual
20/09/2022 19:00,0,Actual,0,Actual
20/09/2022 19:30,0,Actual,0,Actual
20/09/2022 20:00,0,Actual,0,Actual
20/09/2022 20:30,0,Actual,0,Actual
20/09/2022 21:00,0,Actual,0,Actual
20/09/2022 21:30,0,Actual,0,Actual
20/09/2022 22:00,0,Actual,0,Actual
20/09/2022 22:30,0,Actual,0,Actual
20/09/2022 23:00,0,Actual,0,Actual
20/09/2022 23:30,0,Actual,0,Actual
21/09/2022 00:00,0,Actual,0,Actual
21/09/2022 00:30,0,Actual,0,Actual
21/09/2022 01:00,0,Actual,0,Actual
21/09/2022 01:30,0,Actual,0,Actual
21/09/2022 02:00,0,Actual,0,Actual
21/09/2022 02:30,0,Actual,0,Actual
21/09/2022 03:00,0,Actual,0,Actual
21/09/2022 03:30,0,Actual,0,Actual
21/09/2022 04:00,0,Actual,0,Actual
21/09/2022 04:30,0,Actual,0,Actual
21/09/2022 05:00,0,Actual,0,Actual
21/09/2022 05:30,0,Actual,0,Actual
21/09/2022 06:00,0,Actual,0,Actual
21/09/2022 06:30,0,Actual,0,Actual
21/09/2022 07:00,0,Actual,0,Actual
21/09/2022 07:30,0,Actual,0,Actual
21/09/2022 08:00,0,Actual,0,Actual
21/09/2022 08:30,0,Actual,0,Actual
21/09/2022 09:00,0,Actual,0,Actual
21/09/2022 09:30,0,Actual,0,Actual
21/09/2022 10:00,0,Actual,0,Actual
21/09/2022 10:30,0,Actual,0,Actual
21/09/2022 11:00,0,Actual,0,Actual
21/09/2022 11:30,2.3,Actual,0,Actual
21/09/2022 12:00,26.7,Actual,0,Actual
21/09/2022 12:30,51.3,Actual,0,Actual
21/09/2022 13:00,57,Actual,0,Actual
21/09/2022 13:30,62.6,Actual,0,Actual
21/09/2022 14:00,21.6,Actual,0,Actual
21/09/2022 14:30,0.2,Actual,0,Actual
21/09/2022 15:00,0,Actual,0,Actual
21/09/2022 15:30,0,Actual,0,Actual
21/09/2022 16:00,0,Actual,0,Actual
21/09/2022 16:30,0,Actual,0,Actual
21/09/2022 17:00,0,Actual,0,Actual
21/09/2022 17:30,0,Actual,0,Actual
21/09/2022 18:00,0,Actual,0,Actual
21/09/2022 18:30,0,Actual,0,Actual
21/09/2022 19:00,0,Actual,0,Actual
21/09/2022 19:30,0,Actual,0,Actual
21/09/2022 20:00,0,Actual,0,Actual
21/09/2022 20:30,0,Actual,0,Actual
21/09/2022 21:00,0,Actual,0,Actual
21/09/2022 21:30,0,Actual,0,Actual
21/09/2022 22:00,0,Actual,0,Actual
21/09/2022 22:30,0,Actual,0,Actual
21/09/2022 23:00,0,Actual,0,Actual
21/09/2022 23:30,0,Actual,0,Actual
22/09/2022 00:00,0,Actual,0,Actual
22/09/2022 00:30,0,Actual,0,Actual
22/09/2022 01:00,0,Actual,0,Actual
22/09/2022 01:30,0,Actual,0,Actual
22/09/2022 02:00,0,Actual,0,Actual
22/09/2022 02:30,0,Actual,0,Actual
22/09/2022 03:00,0,Actual,0,Actual
22/09/2022 03:30,0,Actual,0,Actual
22/09/2022 04:00,0,Actual,0,Actual
22/09/2022 04:30,0,Actual,0,Actual
22/09/2022 05:00,0,Actual,0,Actual
22/09/2022 05:30,0,Actual,0,Actual
22/09/2022 06:00,0,Actual,0,Actual
22/09/2022 06:30,0,Actual,0,Actual
22/09/2022 07:00,0.4,Actual,0,Actual
22/09/2022 07:30,14.1,Actual,0,Actual
22/09/2022 08:00,29.5,Actual,0,Actual
22/09/2022 08:30,34.2,Actual,0,Actual
22/09/2022 09:00,47.8,Actual,0,Actual
22/09/2022 09:30,47.6,Actual,0,Actual
22/09/2022 10:00,43.9,Actual,0,Actual
22/09/2022 10:30,25,Actual,0,Actual
22/09/2022 11:00,38,Actual,0,Actual
22/09/2022 11:30,15.4,Actual,0,Actual
22/09/2022 12:00,45.6,Actual,0,Actual
22/09/2022 12:30,30.1,Actual,0,Actual
22/09/2022 13:00,14.6,Actual,0,Actual
22/09/2022 13:30,30.7,Actual,0,Actual
22/09/2022 14:00,27.9,Actual,0,Actual
22/09/2022 14:30,12,Actual,0,Actual
22/09/2022 15:00,4.9,Actual,0,Actual
22/09/2022 15:30,0,Actual,0,Actual
22/09/2022 16:00,0,Actual,0,Actual
22/09/2022 16:30,0,Actual,0,Actual
22/09/2022 17:00,0,Actual,0,Actual
22/09/2022 17:30,0,Actual,0,Actual
22/09/2022 18:00,0,Actual,0,Actual
22/09/2022 18:30,0,Actual,0,Actual
22/09/2022 19:00,0,Actual,0,Actual
22/09/2022 19:30,0,Actual,0,Actual
22/09/2022 20:00,0,Actual,0,Actual
22/09/2022 20:30,0,Actual,0,Actual
22/09/2022 21:00,0,Actual,0,Actual
22/09/2022 21:30,0,Actual,0,Actual
22/09/2022 22:00,0,Actual,0,Actual
22/09/2022 22:30,0,Actual,0,Actual
22/09/2022 23:00,0,Actual,0,Actual
22/09/2022 23:30,0,Actual,0,Actual
23/09/2022 00:00,0,Actual,0,Actual
23/09/2022 00:30,0,Actual,0,Actual
23/09/2022 01:00,0,Actual,0,Actual
23/09/2022 01:30,0,Actual,0,Actual
23/09/2022 02:00,0,Actual,0,Actual
23/09/2022 02:30,0,Actual,0,Actual
23/09/2022 03:00,0,Actual,0,Actual
23/09/2022 03:30,0,Actual,0,Actual
23/09/2022 04:00,0,Actual,0,Actual
23/09/2022 04:30,0,Actual,0,Actual
23/09/2022 05:00,0,Actual,0,Actual
23/09/2022 05:30,0,Actual,0,Actual
23/09/2022 06:00,0,Actual,0,Actual
23/09/2022 06:30,0,Actual,0,Actual
23/09/2022 07:00,0,Actual,0,Actual
23/09/2022 07:30,0,Actual,0,Actual
23/09/2022 08:00,0,Actual,0,Actual
23/09/2022 08:30,0,Actual,0,Actual
23/09/2022 09:00,0,Actual,0,Actual
23/09/2022 09:30,0,Actual,0,Actual
23/09/2022 10:00,9.4,Actual,0,Actual
23/09/2022 10:30,17.3,Actual,0,Actual
23/09/2022 11:00,37.1,Actual,0,Actual
23/09/2022 11:30,23.6,Actual,0,Actual
23/09/2022 12:00,4.2,Actual,0,Actual
23/09/2022 12:30,9.4,Actual,0,Actual
23/09/2022 13:00,19,Actual,0,Actual
23/09/2022 13:30,23.5,Actual,0,Actual
23/09/2022 14:00,14.2,Actual,0,Actual
23/09/2022 14:30,19.2,Actual,0,Actual
23/09/2022 15:00,27.1,Actual,0,Actual
23/09/2022 15:30,0,Actual,0,Actual
23/09/2022 16:00,0,Actual,0,Actual
23/09/2022 16:30,0,Actual,0,Actual
23/09/2022 17:00,0,Actual,0,Actual
23/09/2022 17:30,0,Actual,0,Actual
23/09/2022 18:00,0,Actual,0,Actual
23/09/2022 18:30,0,Actual,0,Actual
23/09/2022 19:00,0,Actual,0,Actual
23/09/2022 19:30,0,Actual,0,Actual
23/09/2022 20:00,0,Actual,0,Actual
23/09/2022 20:30,0,Actual,0,Actual
23/09/2022 21:00,0,Actual,0,Actual
23/09/2022 21:30,0,Actual,0,Actual
23/09/2022 22:00,0,Actual,0,Actual
23/09/2022 22:30,0,Actual,0,Actual
23/09/2022 23:00,0,Actual,0,Actual
23/09/2022 23:30,0,Actual,0,Actual
24/09/2022 00:00,0,Actual,0,Actual
24/09/2022 00:30,0,Actual,0,Actual
24/09/2022 01:00,0,Actual,0,Actual
24/09/2022 01:30,0,Actual,0,Actual
24/09/2022 02:00,0,Actual,0,Actual
24/09/2022 02:30,0,Actual,0,Actual
24/09/2022 03:00,0,Actual,0,Actual
24/09/2022 03:30,0,Actual,0,Actual
24/09/2022 04:00,0,Actual,0,Actual
24/09/2022 04:30,0,Actual,0,Actual
24/09/2022 05:00,0,Actual,0,Actual
24/09/2022 05:30,0,Actual,0,Actual
24/09/2022 06:00,0,Actual,0,Actual
24/09/2022 06:30,0,Actual,0,Actual
24/09/2022 07:00,0.7,Actual,0,Actual
24/09/2022 07:30,10.1,Actual,0,Actual
24/09/2022 08:00,4.4,Actual,0,Actual
24/09/2022 08:30,35.2,Actual,0,Actual
24/09/2022 09:00,58.9,Actual,0,Actual
24/09/2022 09:30,58.5,Actual,0,Actual
24/09/2022 10:00,39.4,Actual,0,Actual
24/09/2022 10:30,75.4,Actual,0,Actual
24/09/2022 11:00,43.3,Actual,0,Actual
24/09/2022 11:30,42.3,Actual,0,Actual
24/09/2022 12:00,53.5,Actual,0,Actual
24/09/2022 12:30,59.2,Actual,0,Actual
24/09/2022 13:00,37.5,Actual,0,Actual
24/09/2022 13:30,38.6,Actual,0,Actual
24/09/2022 14:00,0,Actual,0,Actual
24/09/2022 14:30,1.7,Actual,0,Actual
24/09/2022 15:00,14.6,Actual,0,Actual
24/09/2022 15:30,4.4,Actual,0,Actual
24/09/2022 16:00,0.2,Actual,0,Actual
24/09/2022 16:30,0,Actual,0,Actual
24/09/2022 17:00,0,Actual,0,Actual
24/09/2022 17:30,0,Actual,0,Actual
24/09/2022 18:00,0,Actual,0,Actual
24/09/2022 18:30,0,Actual,0,Actual
24/09/2022 19:00,0,Actual,0,Actual
24/09/2022 19:30,0,Actual,0,Actual
24/09/2022 20:00,0,Actual,0,Actual
24/09/2022 20:30,0,Actual,0,Actual
24/09/2022 21:00,0,Actual,0,Actual
24/09/2022 21:30,0,Actual,0,Actual
24/09/2022 22:00,0,Actual,0,Actual
24/09/2022 22:30,0,Actual,0,Actual
24/09/2022 23:00,0,Actual,0,Actual
24/09/2022 23:30,0,Actual,0,Actual
25/09/2022 00:00,0,Actual,0,Actual
25/09/2022 00:30,0,Actual,0,Actual
25/09/2022 01:00,0,Actual,0,Actual
25/09/2022 01:30,0,Actual,0,Actual
25/09/2022 02:00,0,Actual,0,Actual
25/09/2022 02:30,0,Actual,0,Actual
25/09/2022 03:00,0,Actual,0,Actual
25/09/2022 03:30,0,Actual,0,Actual
25/09/2022 04:00,0,Actual,0,Actual
25/09/2022 04:30,0,Actual,0,Actual
25/09/2022 05:00,0,Actual,0,Actual
25/09/2022 05:30,0,Actual,0,Actual
25/09/2022 06:00,0,Actual,0,Actual
25/09/2022 06:30,0,Actual,0,Actual
25/09/2022 07:00,1.8,Actual,0,Actual
25/09/2022 07:30,28.5,Actual,0,Actual
25/09/2022 08:00,47.5,Actual,0,Actual
25/09/2022 08:30,60.8,Actual,0,Actual
25/09/2022 09:00,72.6,Actual,0,Actual
25/09/2022 09:30,77.5,Actual,0,Actual
25/09/2022 10:00,64.8,Actual,0,Actual
25/09/2022 10:30,83.8,Actual,0,Actual
25/09/2022 11:00,53.3,Actual,0,Actual
25/09/2022 11:30,77.3,Actual,0,Actual
25/09/2022 12:00,47.9,Actual,0,Actual
25/09/2022 12:30,8.4,Actual,0,Actual
25/09/2022 13:00,26.6,Actual,0,Actual
25/09/2022 13:30,21.3,Actual,0,Actual
25/09/2022 14:00,14.4,Actual,0,Actual
25/09/2022 14:30,6.2,Actual,0,Actual
25/09/2022 15:00,0.4,Actual,0,Actual
25/09/2022 15:30,0.4,Actual,0,Actual
25/09/2022 16:00,0,Actual,0,Actual
25/09/2022 16:30,0,Actual,0,Actual
25/09/2022 17:00,0,Actual,0,Actual
25/09/2022 17:30,0,Actual,0,Actual
25/09/2022 18:00,0,Actual,0,Actual
25/09/2022 18:30,0,Actual,0,Actual
25/09/2022 19:00,0,Actual,0,Actual
25/09/2022 19:30,0,Actual,0,Actual
25/09/2022 20:00,0,Actual,0,Actual
25/09/2022 20:30,0,Actual,0,Actual
25/09/2022 21:00,0,Actual,0,Actual
25/09/2022 21:30,0,Actual,0,Actual
25/09/2022 22:00,0,Actual,0,Actual
25/09/2022 22:30,0,Actual,0,Actual
25/09/2022 23:00,0,Actual,0,Actual
25/09/2022 23:30,0,Actual,0,Actual
26/09/2022 00:00,0,Actual,0,Actual
26/09/2022 00:30,0,Actual,0,Actual
26/09/2022 01:00,0,Actual,0,Actual
26/09/2022 01:30,0,Actual,0,Actual
26/09/2022 02:00,0,Actual,0,Actual
26/09/2022 02:30,0,Actual,0,Actual
26/09/2022 03:00,0,Actual,0,Actual
26/09/2022 03:30,0,Actual,0,Actual
